Attached kprobe to mutex_lock and kretprobe to mutex_unlock
Attached kprobe to _raw_write_lock and kretprobe to _raw_write_unlock
Attached kprobe to _raw_read_lock and kretprobe to _raw_read_unlock
Tracing  locks for 30 seconds
TIME(s)            COMM             PID    LOCKTIME
24.631971966       b'ftdc'          335100 335080 18388517938868904736 24.631983     421993.000000   11304 
24.632042225       b'ftdc'          335100 335080 18388517938844771920 24.632068     25812734.000000 25725 
24.632038055       b'ftdc'          335100 335080 18388517938868910624 24.632074     337773.000000   35750 
24.632085480       b'ftdc'          335100 335080 18388517938844771920 24.632088     25814883.000000 2149  
24.632081549       b'ftdc'          335100 335080 18388517938868910624 24.632093     348969.000000   11196 
24.632199174       b'ftdc'          335100 335080 18388517938844771920 24.632306     25921352.000000 106469
24.632194908       b'ftdc'          335100 335080 18388517938868909856 24.632312     504787.000000   117240
24.632323863       b'ftdc'          335100 335080 18388517938844771920 24.632326     25923621.000000 2269  
24.632319857       b'ftdc'          335100 335080 18388517938868909856 24.632331     516308.000000   11521 
24.632466046       b'ftdc'          335100 335080 18388517938844771920 24.632530     25987790.000000 64169 
24.632462080       b'ftdc'          335100 335080 18388517938868904992 24.632536     323435.000000   73931 
24.632547335       b'ftdc'          335100 335080 18388517938844771920 24.632550     25990031.000000 2241  
24.632543451       b'ftdc'          335100 335080 18388517938868904992 24.632555     334690.000000   11255 
24.632616229       b'ftdc'          335100 335080 18388517938844771920 24.632747     26121181.000000 131150
24.632611959       b'ftdc'          335100 335080 18388517938868909344 24.632753     390736.000000   141435
24.632765362       b'ftdc'          335100 335080 18388517938844771920 24.632772     26128252.000000 7071  
24.632761318       b'ftdc'          335100 335080 18388517938868909344 24.632778     407286.000000   16550 
24.632828373       b'ftdc'          335100 335080 18388517938844771920 24.633011     26310495.000000 182243
24.632824278       b'ftdc'          335100 335080 18388517938868904480 24.633017     581994.000000   192382
24.633029840       b'ftdc'          335100 335080 18388517938844771920 24.633075     26355805.000000 45310 
24.633024560       b'ftdc'          335100 335080 18388517938868904480 24.633081     638098.000000   56104 
24.633092255       b'ftdc'          335100 335080 18388517938844771920 24.633096     26359504.000000 3699  
24.633088464       b'ftdc'          335100 335080 18388517938868904480 24.633101     650678.000000   12580 
24.632162019       b'ftdc'          335100 335080 18446744071655467912 24.632167     240525.000000   5050  
24.632436327       b'ftdc'          335100 335080 18446744071655467912 24.632440     244280.000000   3755  
24.653764104       b'ftdc'          335100 335080 18388517938844771920 24.653863     26458483.000000 98979 
24.653759719       b'ftdc'          335100 335080 18388517938868905504 24.653872     284921.000000   112614
24.653884717       b'ftdc'          335100 335080 18388517938844771920 24.653887     26460838.000000 2355  
24.653880547       b'ftdc'          335100 335080 18388517938868905504 24.653893     297301.000000   12380 
24.653979041       b'ftdc'          335100 335080 18388517938868903968 24.653999     240119.000000   19966 
24.654007826       b'ftdc'          335100 335080 18388517938868903968 24.654018     250385.000000   10266 
24.654052581       b'ftdc'          335100 335080 18446744071631907152 24.654071     1024618.000000  18115 
24.654047730       b'ftdc'          335100 335080 18388517938844771920 24.654082     26495164.000000 34326 
24.654043690       b'ftdc'          335100 335080 18388517938868911136 24.654088     134382.000000   44036 
24.654099165       b'ftdc'          335100 335080 18388517938844771920 24.654101     26497425.000000 2261  
24.654095495       b'ftdc'          335100 335080 18388517938868911136 24.654107     146072.000000   11690 
24.654157875       b'ftdc'          335100 335080 18446744071631907152 24.654168     1035043.000000  10425 
24.654153324       b'ftdc'          335100 335080 18388517938844771920 24.654179     26523141.000000 25716 
24.654149445       b'ftdc'          335100 335080 18388517938868911904 24.654184     114345.000000   34780 
24.654195289       b'ftdc'          335100 335080 18388517938844771920 24.654197     26525251.000000 2110  
24.654191514       b'ftdc'          335100 335080 18388517938868911904 24.654203     125411.000000   11066 
24.654242534       b'ftdc'          335100 335080 18446744071631907152 24.654252     1044964.000000  9921  
24.654237944       b'ftdc'          335100 335080 18388517938844771920 24.654261     26548400.000000 23149 
24.654233859       b'ftdc'          335100 335080 18388517938868908832 24.654266     114606.000000   32505 
24.654277238       b'ftdc'          335100 335080 18388517938844771920 24.654279     26550501.000000 2101  
24.654273561       b'ftdc'          335100 335080 18388517938868908832 24.654285     125693.000000   11087 
25.006520705       b'mongod'        335091 335080 18388517964412566376 25.006526     186832.000000   5180  
25.006609445       b'mongod'        335091 335080 18388517964412566376 25.006612     189657.000000   2825  
25.006506946       b'mongod'        335091 335080 18388517952746803744 25.006551     67788.000000    44174 
25.006571820       b'mongod'        335091 335080 18388517952746803744 25.006575     71152.000000    3364  
25.006604759       b'mongod'        335091 335080 18388517952746801696 25.006623     81502.000000    18121 
25.006632104       b'mongod'        335091 335080 18388517952746801696 25.006635     84418.000000    2916  
25.630380607       b'ftdc'          335100 335080 18388517938844771920 25.630399     26569191.000000 18690 
25.630374857       b'ftdc'          335100 335080 18388517938868908832 25.630409     159933.000000   34240 
25.631454886       b'ftdc'          335100 335080 18388517938844771920 25.631473     26587235.000000 18044 
25.631449985       b'ftdc'          335100 335080 18388517938868911904 25.631480     154947.000000   29536 
25.631521075       b'ftdc'          335100 335080 18388517938844771920 25.631536     26602394.000000 15159 
25.631515681       b'ftdc'          335100 335080 18388517938868911136 25.631542     172225.000000   26153 
25.631802497       b'ftdc'          335100 335080 18388517938844771920 25.631959     26758443.000000 156049
25.631797963       b'ftdc'          335100 335080 18388517938868903968 25.631965     417318.000000   166933
25.631978445       b'ftdc'          335100 335080 18388517938844771920 25.631981     26760574.000000 2131  
25.631974291       b'ftdc'          335100 335080 18388517938868903968 25.631986     428688.000000   11370 
25.632046740       b'ftdc'          335100 335080 18388517938844771920 25.632073     26786914.000000 26340 
25.632042500       b'ftdc'          335100 335080 18388517938868905504 25.632079     333521.000000   36220 
25.632090284       b'ftdc'          335100 335080 18388517938844771920 25.632092     26788944.000000 2030  
25.632086395       b'ftdc'          335100 335080 18388517938868905504 25.632097     344570.000000   11049 
25.632200228       b'ftdc'          335100 335080 18388517938844771920 25.632306     26894508.000000 105564
25.632196039       b'ftdc'          335100 335080 18388517938868904480 25.632312     766441.000000   115763
25.632323512       b'ftdc'          335100 335080 18388517938844771920 25.632326     26896724.000000 2216  
25.632319518       b'ftdc'          335100 335080 18388517938868904480 25.632331     777906.000000   11465 
25.632462166       b'ftdc'          335100 335080 18388517938844771920 25.632527     26961904.000000 65180 
25.632458026       b'ftdc'          335100 335080 18388517938868909344 25.632533     482265.000000   74979 
25.632544480       b'ftdc'          335100 335080 18388517938844771920 25.632547     26963983.000000 2079  
25.632540634       b'ftdc'          335100 335080 18388517938868909344 25.632552     493421.000000   11156 
25.632611295       b'ftdc'          335100 335080 18388517938844771920 25.632743     27096006.000000 132023
25.632607079       b'ftdc'          335100 335080 18388517938868904992 25.632749     476629.000000   141939
25.632760783       b'ftdc'          335100 335080 18388517938844771920 25.632768     27103115.000000 7109  
25.632756682       b'ftdc'          335100 335080 18388517938868904992 25.632773     493214.000000   16585 
25.632824227       b'ftdc'          335100 335080 18388517938844771920 25.633005     27283454.000000 180339
25.632820143       b'ftdc'          335100 335080 18388517938868909856 25.633010     706420.000000   190112
25.633022080       b'ftdc'          335100 335080 18388517938844771920 25.633066     27327718.000000 44264 
25.633018036       b'ftdc'          335100 335080 18388517938868909856 25.633072     760139.000000   53719 
25.633083544       b'ftdc'          335100 335080 18388517938844771920 25.633087     27331444.000000 3726  
25.633079685       b'ftdc'          335100 335080 18388517938868909856 25.633093     772983.000000   12844 
25.632163904       b'ftdc'          335100 335080 18446744071655467912 25.632169     249514.000000   5234  
25.632432825       b'ftdc'          335100 335080 18446744071655467912 25.632436     253040.000000   3526  
25.651594915       b'ftdc'          335100 335080 18388517938844771920 25.651693     27429569.000000 98125 
25.651589890       b'ftdc'          335100 335080 18388517938868910624 25.651703     461758.000000   112789
25.651715404       b'ftdc'          335100 335080 18388517938844771920 25.651718     27431769.000000 2200  
25.651711358       b'ftdc'          335100 335080 18388517938868910624 25.651723     473884.000000   12126 
25.651806898       b'ftdc'          335100 335080 18388517938868904736 25.651833     448108.000000   26115 
25.651841807       b'ftdc'          335100 335080 18388517938868904736 25.651855     460904.000000   12796 
25.651890932       b'ftdc'          335100 335080 18446744071631907152 25.651907     1060664.000000  15700 
25.651885907       b'ftdc'          335100 335080 18388517938844771920 25.651917     27463329.000000 31560 
25.651881822       b'ftdc'          335100 335080 18388517938868908064 25.651923     204876.000000   41306 
25.651934731       b'ftdc'          335100 335080 18388517938844771920 25.651937     27465720.000000 2391  
25.651930812       b'ftdc'          335100 335080 18388517938868908064 25.651943     216846.000000   11970 
